committee_id,name,committee_type,org_type,connected_org,total_receipts,contribs_to_others,ind_exp,proposedClass,reason,finalClass
C00268904,TRINITY INDUSTRIES EMPLOYEE POLITICAL ACTION COMMITTEE (SF) INC.,Q,C,TRINITY INDUSTRIES INC.,342543,347500,0,CORPORATE,org_type=C (Corporation),
C00460972,OPPORTUNITY & RENEWAL PAC,Q,,,1355598,347500,0,LEADERSHIP,inline: Blue Wave Project — Dem leadership,
C00695254,BALLARD SPAHR LLP PAC,Q,,,294824,347050,0,CORPORATE,/\bLLP\b/,
C00018036,U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,Q,C,U.S. BANCORP,519940,346925,0,CORPORATE,org_type=C (Corporation),
C00122499,AMERICAN ACADEMY OF PHYSICIAN ASSISTANTS POLITICAL ACTION COMMITTEE (PA PAC),Q,M,AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,425961,346000,0,CORPORATE,/AMERICAN ACADEMY OF/,
C00040659,NATIONAL ASSOCIATION OF FEDERAL CREDIT UNIONS POLITICAL ACTION COMMITTEE / NAFCU/PAC / DBA NATIONAL ASSOCIATION OF FEDERALLY-INSURED CREDIT UNIONS,Q,T,,381654,345500,0,CORPORATE,org_type=T (Trade Association),
C00769893,GRAND STRAND PEE DEE PAC,O,,,453892,0,345200,UNKNOWN,no signal,
C00766774,MARJORIE TAYLOR GREENE'S PEOPLE OVER POLITICIANS COMMITTEE,N,,NONE,762870,345041,0,UNKNOWN,no signal,
C00709691,"NEW JOURNEY PAC, INC.",O,,,3609228,2505,344721,CORPORATE,/\bINC\b/,
C00116020,VULCAN MATERIALS COMPANY POLITICAL ACTION COMMITTEE,Q,C,,488657,344500,0,CORPORATE,org_type=C (Corporation),
C00570101,VICTORY BY INVESTING BUILDING AND EMPOWERING (VIBE) PAC,Q,,,626025,344300,0,LEADERSHIP,inline: VIBE PAC — generic leadership,
C00531764,ANN PAC,Q,,WAGNER VICTORY COMMITTEE,478483,344050,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00753947,LA BAMBA PAC,Q,,,561418,344000,0,LEADERSHIP,inline: La Bamba PAC — Latino Dem leadership PAC,
C00782144,LEAD THE WAY PAC,O,,,451100,10757,343554,UNKNOWN,no signal,
C00629477,ULTRAVIOLET PAC,O,,,620844,75000,343183,UNKNOWN,no signal,
C00106740,AMERICAS HEALTH INSURANCE PLANS PAC (AHIP PAC),Q,T,"AMERICA'S HEALTH INSURANCE PLANS, INC.",305639,343000,0,CORPORATE,org_type=T (Trade Association),
C00406801,AVANGRID POLITICAL ACTION COMMITTEE,Q,C,AVANGRID,264517,343000,0,CORPORATE,org_type=C (Corporation),
C00737361,REPUBLICAN LEADERSHIP FOR OREGON,O,,,422157,0,342729,UNKNOWN,no signal,
C00384602,AMERICAN SOCIETY FOR RADIATION ONCOLOGY PAC (''ASTRO-PAC''),Q,M,AMERICAN SOCIETY FOR RADIATION ONCOLOGY,330487,342500,0,CORPORATE,inline: ASTRO-PAC — radiation oncology medical industry,
C00647420,BOLD ACTIVE CONSERVATIVES OF NEBRASKA PAC-BACON PAC,Q,,BACON,420756,342500,0,LEADERSHIP,inline: Bold Active Conservatives of Nebraska PAC (BACON) — Don Bacon leadership PAC,
C00084475,3M COMPANY PAC,Q,C,3M COMPANY,485491,342000,0,CORPORATE,org_type=C (Corporation),
C00345793,RELX INC. POLITICAL ACTION COMMITTEE,Q,C,RELX INC.,395464,342000,0,CORPORATE,org_type=C (Corporation),
C00279497,POLARIS INDUSTRIES POLITICAL PARTICIPATION PROGRAM,Q,C,POLARIS INDUSTRIES INC,321483,341700,0,CORPORATE,org_type=C (Corporation),
C00838177,CE4A ACTION,V,,NONE,663928,72100,341550,ACTIVIST,inline: CE4A Action — vague advocacy,
C00677476,NEW YORKERS FOR EXCELLENT HEALTH CARE INC,O,,,546776,0,341098,CORPORATE,/\bINC\b/,
C00879221,CRUSH MAGA PAC,W,,,1586824,31400,340000,IDEOLOGICAL,inline: Crush MAGA PAC — anti-MAGA progressive grassroots,
C00607721,LAND OF OPPORTUNITY PAC,Q,,WESTERMAN VICTORY FUND,323493,339000,0,LEADERSHIP,/VICTORY (FUND|COMMITTEE)/,
C00059238,THE KROGER CO. POLITICAL ACTION COMMITTEE,Q,C,THE KROGER CO.,235981,338000,0,CORPORATE,org_type=C (Corporation),
C00312785,SWISHER INTERNATIONAL INC PAC FUND,Q,C,SWISHER INTERNATIONAL INC,415728,337911,0,CORPORATE,org_type=C (Corporation),
C00430157,"CHENIERE ENERGY, INC. PAC",Q,C,CHENIERE ENERGY INC.,398677,337341,0,CORPORATE,org_type=C (Corporation),
C00653998,PROVEN CONSERVATIVE PAC,O,,,409300,0,336650,UNKNOWN,no signal,
C00567693,HAWAII PAC,Q,,,702348,336000,0,LEADERSHIP,inline: Hawaii PAC — HI delegation leadership PAC,
C00420695,"JOBS, ECONOMY AND BUDGET FUND (JEB FUND)",Q,,,558756,335500,0,UNKNOWN,no signal,
C00752147,MAINE PEOPLE,O,,NONE,370800,0,335122,UNKNOWN,no signal,
C00640490,ONWARD TOGETHER COMMITTEE,Q,M,ONWARD TOGETHER,402120,335000,0,UNKNOWN,no signal,
C00829895,TAKE BACK THE HOUSE PAC,Q,,EQUALITY PAC,1788055,335000,0,ACTIVIST,/EQUALITY PAC/,
C00105338,"FOLEY & LARDNER POLITICAL FUND, INC.",Q,,NONE,361404,334000,0,CORPORATE,/\b(BAKER|JONES DAY|SIDLEY|LATHAM|KIRKLAND|SKADDEN|GIBSON DUNN|ARNOLD.*PORTER|HOGAN LOVELLS|MAYER BROWN|MORGAN LEWIS|GREENBERG TRAURIG|DLA PIPER|REED SMITH|VINSON.*ELKINS|VENABLE|COVINGTON|WILMERHALE|ORRICK|FOLEY.*LARDNER|WHITE.*CASE)\b/,
C00739003,MONTANA RED,Q,,,1374436,334000,0,DARK_MONEY,inline: Montana Red — MT R dark money,
C00571976,THE PETER NORBECK LEADERSHIP PAC,Q,,ROUNDS,904365,333625,0,LEADERSHIP,inline: Peter Norbeck Leadership PAC — Mike Rounds leadership PAC,
C00885913,GENBLUE PAC,V,,NONE,624309,12000,333500,DARK_MONEY,inline: GenBlue PAC — generational Dem dark money,
C00528414,HEALTHCARE FREEDOM FUND,Q,,,635876,333400,0,UNKNOWN,no signal,
C00736041,PEOPLE FOR BETTER GOVERNMENT COMMITTEE OF THE SAN MANUEL BAND OF MISSION INDIANS,O,,,614977,0,333236,UNKNOWN,no signal,
C00760538,PROTECTING OUR VALUES,O,,,335000,0,333105,UNKNOWN,no signal,
C00089086,"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE (AOTPAC)",Q,M,"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC.",358135,332950,0,CORPORATE,/\bINC\b/,
C00564187,EDUCATE AND INNOVATE PAC,Q,,,594580,331500,0,LEADERSHIP,inline: Educate and Innovate PAC — Dem education-focused leadership,
C00760686,BLACK LIVES MATTER PAC,V,,,1051776,70000,331260,IDEOLOGICAL,/BLACK LIVES/,
C00797654,WINMO PAC,O,,,352750,0,331200,UNKNOWN,no signal,
C00682005,HOOSIER HORIZON,O,,,379500,0,330000,UNKNOWN,no signal,
C00688069,SUPPORT AMERICAN LEADERS PAC,V,,,3255157,129097,329932,UNKNOWN,no signal,
C00213074,HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,Q,C,,375729,329500,0,CORPORATE,org_type=C (Corporation),
C00299321,MGM RESORTS INTERNATIONAL  PAC,Q,C,,414607,328400,0,CORPORATE,org_type=C (Corporation),
C00559302,FS PAC,Q,,,257120,328300,0,LEADERSHIP,inline: FS PAC — generic leadership,
C00889220,INCLUSION PAC,O,,,357500,0,327987,ACTIVIST,inline: Inclusion PAC — diversity / inclusion advocacy,
C00421982,SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC),Q,T,,306805,327500,0,CORPORATE,org_type=T (Trade Association),
C00519413,L PAC,W,,NONE,1673405,327000,80000,ACTIVIST,inline: L PAC — LGBTQ+ women advocacy,
C00611871,BMO FINANCIAL CORP GOOD GOVERNANCE FUND: FEDERAL (BMO PAC),Q,C,,377804,327000,0,CORPORATE,org_type=C (Corporation),
C00629311,GRANITE VALUES PAC,Q,,,835880,326760,0,LEADERSHIP,inline: Granite Values PAC — NH R leadership PAC,
C00760579,FRONT ROW PAC,U,,,398119,0,326666,UNKNOWN,no signal,
C00624056,EDUCATORS FOR OHIO,O,,OHIO EDUCATION ASSOCIATION,1669330,325000,188641,CORPORATE,/\bASSOCIATION\b/,
C00014555,FOOD MARKETING INSTITUTE POLITICAL ACTION COMMITTEE FOODPAC,Q,T,FOOD MARKETPLACE INC.,329034,323871,0,CORPORATE,org_type=T (Trade Association),
C00828608,HARDWORKING AMERICANS INC.,O,,,2905685,20000,323688,CORPORATE,/\bINC\b/,
C00747766,TRUTH TO POWER,Q,,,1031006,323500,0,DARK_MONEY,inline: Truth to Power — Dem dark money,
C00674382,CONSERVATIVES FOR PA,O,,,373432,0,323116,UNKNOWN,no signal,
C00873877,SOLIDARITY VICTORY PAC,O,,NONE,1148879,0,322771,LEADERSHIP,/VICTORY PAC/,
C00691972,ALLISON TRANSMISSION POLITICAL ACTION COMMITTEE,Q,C,,287854,322000,0,CORPORATE,org_type=C (Corporation),
C00340356,ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,Q,T,ADVANCED MEDICAL TECHNOLOGY ASSOCIATION,364823,321874,0,CORPORATE,org_type=T (Trade Association),
C00744532,SUPPORT TAXFIGHTERS & ELECT EFFECTIVE LEADERS PAC,Q,,STEEL VICTORY FUND,376867,321600,0,LEADERSHIP,/\bELECT [A-Z]+/,
C00284810,"MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",Q,C,,554985,321500,0,CORPORATE,org_type=C (Corporation),
C00693796,BUCKEYE LIBERTY POLITICAL ACTION COMMITTEE,Q,,,805660,321300,0,LEADERSHIP,inline: Buckeye Liberty PAC — Ohio R leadership PAC,
C00494534,POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION-FEDERAL(BNY MELLON-FED),Q,C,,253019,321200,0,CORPORATE,org_type=C (Corporation),
C00330233,"ALLIANCE COAL, LLC PAC",Q,C,,344708,320950,0,CORPORATE,org_type=C (Corporation),
C00349373,GULF STATES TOYOTA INC FEDERAL POLITICAL ACTION COMMITTEE,Q,C,"GULF STATES TOYOTA, INC.",372735,320761,0,CORPORATE,org_type=C (Corporation),
C00628842,OHIO FREEDOM FUND,O,,,1047093,320654,260000,UNKNOWN,no signal,
C00521914,PRIMERICA INC POLITICAL ACTION COMMITTEE (PRIMERICA PAC),Q,C,,322849,320500,0,CORPORATE,org_type=C (Corporation),
C00040329,NATIONAL RETAIL FEDERATION RETAILPAC,Q,T,,335990,320000,0,CORPORATE,org_type=T (Trade Association),
C00617381,THE COLLECTIVE PAC,Q,,ELECT BLACK DEMOCRATS,1369216,319505,25000,LEADERSHIP,/\bELECT [A-Z]+/,
C00543207,BADLANDS PAC,Q,,TEAM CRAMER,521561,318500,0,LEADERSHIP,/\bTEAM [A-Z]+/,
C00364133,DUANE MORRIS GOVERNMENT COMMITTEE,Q,C,,580164,318275,0,CORPORATE,org_type=C (Corporation),
C00752576,OUR VOICE OUR VOTE ARIZONA PAC,V,,NONE,4662102,10000,318251,UNKNOWN,no signal,
C00424788,AMBULATORY SURGERY CENTER ASSOCIATION PAC (ASCAPAC),Q,T,,290393,318000,0,CORPORATE,org_type=T (Trade Association),
C00489419,AKSM UROLOGY POLITICAL ACTION COMMITTEE 'AKSM UROLOGY PAC',Q,,,458561,317700,0,UNKNOWN,no signal,
C00753491,RESTORE OKLAHOMA,O,,,495550,0,317541,UNKNOWN,no signal,
C00115527,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS AND ALLIED WORKERS PAC,Q,L,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS AND ALLIED WORKERS,1458537,317500,0,LABOR,org_type=L (Labor),
C00296822,ROLLS-ROYCE NORTH AMERICA HOLDINGS INC. PAC (ROLLS-ROYCE NORTH AMERICA PAC),Q,C,ROLLS-ROYCE NORTH AMERICA HOLDINGS INC.,246458,317000,0,DARK_MONEY,/AMERICA PAC/,
C00342766,HOLLYFRONTIER CORPORATION PAC,Q,C,HF SINCLAIR CORPORATION,346602,317000,0,CORPORATE,org_type=C (Corporation),
C00822072,BRIGHT FUTURE RI,O,,,389300,22000,316858,UNKNOWN,no signal,
C00506105,REVIVE AMERICA PAC,O,,,2515945,0,316648,DARK_MONEY,/AMERICA PAC/,
C00333104,THE AMERICAN SOCIETY OF PENSION PROFESSIONALS AND ACTUARIES POLITICAL ACTION COMMITTEE (ASPPA-NAPA PAC) A/K/A AMERICAN RETIREMENT ASSOCIATION POLITICAL ACTION COMMITTEE (ARA PAC),Q,T,,318467,316500,0,CORPORATE,org_type=T (Trade Association),
C00737171,"MADE IN AMERICA PAC, INC.",O,,,473781,0,316378,DARK_MONEY,/AMERICA PAC/,
C00575662,THE US CAMPAIGN FUND,Q,,,516129,316158,0,UNKNOWN,no signal,
C00372201,REDWINGMCPAC,Q,,,601926,316000,0,UNKNOWN,no signal,
C00409714,FINANCIAL SERVICES INSTITUTE PAC,Q,,,257686,316000,0,CORPORATE,inline: Financial Services Institute PAC — financial services industry,
C00502807,UNITED STATES PEANUT POLITICAL ACTION COMMITTEE (US PEANUT PAC),Q,,,353090,315800,0,CORPORATE,inline: US Peanut PAC — peanut industry,
C00750497,NEW AMERICAN VOICES,O,,,396480,15000,315616,UNKNOWN,no signal,
C00034678,AMERICAN WATERWAYS OPERATORS-PAC,Q,T,THE AMERICAN WATERWAYS OPERATORS,345039,315500,0,CORPORATE,org_type=T (Trade Association),
C00544957,USACS PAC,Q,,NONE,523528,315500,0,CORPORATE,inline: USACS PAC — US Anesthesia Partners industry,
C00687582,GIDDY UP PAC,Q,,HICKENLOOPER,938776,315000,0,UNKNOWN,no signal,
C00242271,"KINDRED HEALTHCARE, INC. PAC",Q,C,,224179,314700,0,CORPORATE,org_type=C (Corporation),
C00343574,MAINSTREAM PAC,Q,,LOFGREN,555877,314250,0,UNKNOWN,no signal,
C00582726,JUMP INTO ACTION FOR CONSERVATIVES TO KEEP OUR IDEAS ELEVATED PAC,Q,,JACKIE  WALORSKI SWIHART,380608,313000,0,UNKNOWN,no signal,
C00846766,ARIZONA FIRST PAC INC.,O,,,370001,312000,0,CORPORATE,/\bINC\b/,
C00889279,SHOMER,O,,NONE,366424,0,311434,FOREIGN_POLICY,inline: Shomer — pro-Israel,
C00255877,THE OPTIONS CLEARING CORPORATION PAC,Q,C,THE OPTIONS CLEARING CORPORATION,440803,311000,0,CORPORATE,org_type=C (Corporation),
C00100404,UNITED POSTMASTERS AND MANAGERS OF AMERICA POLITICAL FUND (UPMA PAC),Q,M,NATIONAL ASSOCIATION OF POSTMASTERS OF THE UNITED STATES,396635,310900,0,CORPORATE,/\bASSOCIATION\b/,
C00469205,"MEDNAX, INC. FEDERAL POLITICAL ACTION COMMITTEE",Q,C,"PEDIATRIX MEDICAL GROUP, INC.",1082606,310500,0,CORPORATE,org_type=C (Corporation),
C00351197,AMERICAN SOCIETY OF INTERVENTIONAL PAIN PHYSICIAN PAC,Q,,,297676,309500,0,CORPORATE,/AMERICAN SOCIETY OF/,
C00396671,HARDWOOD FEDERATION-PAC INC,Q,T,HARDWOOD FEDERATION,239065,309200,0,CORPORATE,org_type=T (Trade Association),
C00766659,NOVEMBER COALITION,O,,NONE,1896444,16,309094,DARK_MONEY,inline: November Coalition — Dem dark money,
C00089342,SPRINT CORPORATION POLITICAL ACTION COMMITTEE,Q,C,,417986,309000,0,CORPORATE,org_type=C (Corporation),
C00755678,RURAL COLORADO UNITED,O,,,314490,0,308956,UNKNOWN,no signal,
C00509463,PROTECTING OUR VOTE PAC,O,,NONE,541749,0,308400,UNKNOWN,no signal,
C00755173,HONOR COURAGE COMMITMENT PAC,Q,,,514865,308400,0,LEADERSHIP,inline: Honor Courage Commitment PAC — veterans-themed leadership PAC,
C00292318,THERMO FISHER SCIENTIFIC INC. PAC,Q,C,THERMO FISHER SCIENTIFIC INC. PAC,278489,308200,0,CORPORATE,org_type=C (Corporation),
C00367995,SIERRA NEVADA CORPORATION PAC,Q,C,,398666,308000,0,CORPORATE,org_type=C (Corporation),
C00438051,DISCOVER FINANCIAL SERVICES POLITICAL ACTION COMMITTEE,Q,C,DISCOVER FINANCIAL SERVICES,341404,308000,0,CORPORATE,org_type=C (Corporation),
C00742775,VOTE VALUES,O,,,380775,10000,307747,UNKNOWN,no signal,
C00742080,"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY",O,,NONE,565594,25000,307681,ACTIVIST,/PLANNED PARENTHOOD/,
C00800995,DEMOCRATIC MESSAGING PROJECT,O,,NONE,779790,0,307154,DARK_MONEY,inline: Democratic Messaging Project — Dem dark money,
C00478404,BRIDGEPOINT EDUCATION INC. PAC,Q,C,,330152,307000,0,CORPORATE,org_type=C (Corporation),
C00827030,CEDAR KEY PROGRESS,O,,NONE,461787,0,306800,DARK_MONEY,inline: Cedar Key Progress — FL Dem dark money,
C00851410,PROTECT LIBERTY PAC,O,,NONE,563400,0,306666,DARK_MONEY,inline: Protect Liberty PAC — vague R dark money,
C00826776,"FRONTIERS OF FREEDOM ACTION, INC.",O,,NONE,438344,0,306000,CORPORATE,/\bINC\b/,
C00347955,"LIFEPOINT HEALTH, INC. PAC",Q,C,"LIFEPOINT CORPORATE SERVICES, GENERAL PARTNERSHIP (LCSGP) AND FACILITIES WHICH ARE SUBSIDIARIES OF LIFEPOINT HEALTH (COLLECTIVELY LIFEPOINT)",473308,305635,0,CORPORATE,org_type=C (Corporation),
C00696591,ACROSS THE AISLE PAC,Q,,,979249,305500,0,LEADERSHIP,inline: Across the Aisle PAC — bipartisan leadership PAC,
C00514331,CELGENE CORPORATION POLITICAL ACTION COMMITTEE,Q,C,,360495,305200,0,CORPORATE,org_type=C (Corporation),
C00158576,INTERNATIONAL LONGSHOREMEN'S ASSOCIATION AFL-CIO COMMITTEE ON POLITICAL EDUCATION             ILA-COPE,Q,L,INTERNATIONAL LONGSHOREMEN'S ASSOCIATION,3005511,305000,0,LABOR,org_type=L (Labor),
C00882100,MONTANA FAMILIES,O,,NONE,1351654,305000,0,DARK_MONEY,inline: Montana Families — MT R dark money,
C00161141,"FLORIDA HEALTH POLITICAL ACTION COMMITTEE (THE PAC OF BLUE CROSS & BLUE SHIELD OF FL, INC)",Q,C,GUIDEWELL MUTUAL HOLDING CORPORATION,455707,304500,0,CORPORATE,org_type=C (Corporation),
C00674242,JUUL LABS EMPLOYEES PAC (JLE PAC),Q,C,,391501,304500,0,CORPORATE,org_type=C (Corporation),
C00145623,AMERICAN STAFFING ASSOCIATION STAFFING PAC,Q,T,AMERICAN STAFFING ASSOCIATION,410241,304100,0,CORPORATE,org_type=T (Trade Association),
C00680132,JOINING IDEAS TO MOTIVATE MOVEMENT FOR YOU (JIMMY PAC),Q,,PANETTA,531301,304000,0,LEADERSHIP,inline: Tried-and-True PAC — Jimmy Panetta leadership PAC,
C00335091,TRANSPORTATION INTERMEDIARIES ASSOCIATION'S TIAPAC,Q,T,TRANSPORTATION INTERMEDIARIES ASSOCIATION,448680,303000,0,CORPORATE,org_type=T (Trade Association),
C00363648,FIRST STATE PAC,Q,,,772679,303000,0,UNKNOWN,no signal,
C00539601,PINEAPPLE PAC,Q,,,533278,302500,0,LEADERSHIP,inline: Pineapple PAC — HI politician leadership,
C00566059,NEW ENERGY PAC,Q,,SWALWELL,678896,302500,10357,LEADERSHIP,inline: Remedy PAC — Eric Swalwell leadership PAC,
C00776823,GRASSROOTS ORGANIZING WINS (GROWPAC),O,,NONE,950899,13023,302315,UNKNOWN,no signal,
C00300707,ACCENTURE INC. POLITICAL ACTION COMMITTEE,Q,C,,441517,302000,0,CORPORATE,org_type=C (Corporation),
C00325357,PIONEER POLITICAL ACTION COMMITTEE,Q,,TIBERI,480099,301800,0,UNKNOWN,no signal,
C00819144,"WYOMINGITES DEFENDING FREEDOM AND DEMOCRACY, INC",O,,,530500,301560,204428,CORPORATE,/\bINC\b/,
C00048579,SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC),Q,C,SALT RIVER VALLEY WATER USERS' ASSOCIATION POLITICAL INVOLVEMENT COMMITTEE ( SRPPIC),531085,301500,0,CORPORATE,org_type=C (Corporation),
C00783167,WORKING FOR OHIO,Q,,VANCE,610219,301300,0,LEADERSHIP,inline: Working for Ohio — JD Vance leadership PAC,
C00139071,ARCHIPAC  -THE AMERICAN INSTITUTE OF ARCHITECTS,Q,,THE AMERICAN INSTITUTE OF ARCHITECTS,325016,300000,0,CORPORATE,inline: ArchiPAC (American Institute of Architects) — architecture industry,
C00571182,GETTING STUFF DONE PAC (GSD-PAC),Q,,SINEMA,2063306,300000,0,UNKNOWN,no signal,
C00809970,HISPANIC LEADERSHIP TRUST,Q,,HISPANIC LEADERSHIP TRUST PARTNERSHIP,899369,300000,4917,ACTIVIST,inline: Hispanic Leadership Trust — Hispanic civic engagement,
C00868612,LOUISIANA FAMILIES FIRST PAC,O,,NONE,345000,0,300000,DARK_MONEY,inline: Louisiana Families First PAC — LA dark money,
C00127811,FLORIDA CONGRESSIONAL COMMITTEE,Q,,NONE,262600,299700,0,FOREIGN_POLICY,inline: U.S. Israel PAC (USI PAC) — pro-Israel foreign-policy,
C00403071,ONE VOICE,Q,,,343533,299500,0,UNKNOWN,no signal,
C00417634,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION (WSIA) PAC,Q,T,,893419,299500,0,CORPORATE,org_type=T (Trade Association),
C00367920,"OPPENHEIMERFUNDS, INC. POLITICAL ACTION COMMITTEE",Q,C,,297570,299000,0,CORPORATE,org_type=C (Corporation),
C00551184,"CONTINENTAL RESOURCES, INC. POLITICAL ACTION COMMITTEE",Q,C,,372009,298750,0,CORPORATE,org_type=C (Corporation),
C00551168,PUGET PAC,Q,,LARSEN,390250,298700,0,LEADERSHIP,inline: Puget PAC — Rick Larsen leadership PAC,
C00807925,COMMON GOOD FUND,O,,,331000,0,298439,UNKNOWN,no signal,
C00655423,BRIDGE THE GAP PAC,Q,,SCHNEIDER,406208,298000,0,LEADERSHIP,inline: Bridge the Gap PAC — Brad Schneider leadership PAC,
C00490474,INSURED RETIREMENT INSTITUTE POLITICAL ACTION COMMITTEE (IRI PAC),Q,M,,288080,297500,0,CORPORATE,inline: Insured Retirement Institute PAC — insurance industry,
C00632323,KANSAS LEADERSHIP PAC,Q,,,732124,297500,0,LEADERSHIP,inline: Defend Our Conservative Senate PAC (DOC's) — R Senate leadership PAC,
C00745588,PEOPLE FOR GOVERNMENT PAC,V,,NONE,1431972,5600,297273,UNKNOWN,no signal,
C00658815,RIGHT NOW USA,O,,,598731,0,297000,UNKNOWN,no signal,
C00219444,NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION PAC,Q,T,NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION,372308,296800,0,CORPORATE,org_type=T (Trade Association),
C00878678,FIGHT FOR FLORIDA PAC,O,,NONE,410000,25000,296428,DARK_MONEY,inline: Fight for Florida PAC — FL dark money,
C00489112,JEFF PAC,Q,,DENHAM FOR CONGRESS,680196,296268,0,LEADERSHIP,/\bFOR (CONGRESS|SENATE|PRESIDENT)\b/,
C00492116,COOPERATIVE OF AMERICAN PHYSICIANS INDEPENDENT EXPENDITURE COMMITTEE,O,,COOPERATIVE OF AMERICAN PHYSICIANS,981196,0,295735,UNKNOWN,no signal,
C00411173,COMMERCIAL REAL ESTATE FINANCE COUNCIL PAC,Q,M,COMMERCIAL REAL ESTATE FINANCE COUNCIL,278777,295500,0,CORPORATE,inline: Commercial Real Estate Finance Council PAC — real estate finance industry,
C00403881,AMERICAN COLLEGE OF PHYSICIAN SERVICES INC PAC; AKA ACP SERVICES PAC,Q,T,"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC",303232,294600,0,CORPORATE,org_type=T (Trade Association),
C00638320,DAGA,V,,DAGA INDIVIDUAL PAC,5360748,294540,0,UNKNOWN,no signal,
C00730903,MISSISSIPPI FARM BUREAU FEDERATION FURTHERING AGRICULTURE FOR RURAL MISSISSIPPIANS FUND PA,Q,M,,316314,294375,0,CORPORATE,/FARM BUREAU/,
C00822833,DEFENDING THE AMERICAN DREAM PAC,Q,,,404759,294300,0,DARK_MONEY,inline: Defending the American Dream PAC — Americans for Prosperity-aligned dark money,
C00436360,"AMEDISYS, INC. POLITICAL ACTION COMMITTEE",Q,C,AMEDISYS INC.,245451,294000,0,CORPORATE,org_type=C (Corporation),
C00073056,"MASTERS, MATES AND PILOTS POLITICAL CONTRIBUTION FUND",Q,L,"MASTERS, MATES AND PILOTS",397006,293924,0,LABOR,org_type=L (Labor),
C00216895,ARNOLD & PORTER KAYE SCHOLER LLP (APKS) PARTNERS POLITICAL ACTION COMMITTEE,Q,,NONE,402290,293500,0,CORPORATE,/\bLLP\b/,
C00867861,TAKE BACK YOUR LIBERTY,O,,,374270,0,292558,DARK_MONEY,inline: Take Back Your Liberty — vague R dark money,
C00821314,VALLEY WORKS ACTION FUND,V,,NONE,917569,0,292283,UNKNOWN,no signal,
C00807321,PROJECT DEMOCRACY,V,,,699968,17000,292009,DARK_MONEY,inline: Project Democracy — Dem dark money,
C00249342,AMERICAN SOCIETY OF PLASTIC SURGEONS PLASTYPAC,Q,T,AMERICAN SOCIETY OF PLASTIC SURGEONS,349737,291564,0,CORPORATE,org_type=T (Trade Association),
C00065219,WINE INSTITUTE PAC,Q,T,,386011,291000,0,CORPORATE,org_type=T (Trade Association),
C00350835,THE ACXIOM LLC ASSOCIATES PAC,Q,C,,224864,291000,0,CORPORATE,org_type=C (Corporation),
C00345306,NATIONAL POSTAL MAIL HANDLERS UNION - DIVISION OF LABORERS' INT'L UNION OF NORTH AMERICA,Q,L,LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,306951,290700,0,LABOR,org_type=L (Labor),
C00375451,MOVING AMERICA FORWARD,Q,,,659451,290300,0,UNKNOWN,no signal,
C00016386,AMERICAN BAKERS ASSOCIATION AMERICAN BAKERS POLITICAL ACTION COMMITTEE,Q,T,AMERICAN BAKERS ASSOCIATION,384064,290250,0,CORPORATE,org_type=T (Trade Association),
C00874834,BEST OF TENNESSEE ACTION FUND,O,,NONE,447420,290009,0,DARK_MONEY,inline: Best of Tennessee Action Fund — TN dark money,
C00383992,PERSPECTA INC. POLITICAL ACTION COMMITTEE (A.K.A. 'PERSPECTA PAC'),Q,C,PERATON CORP.,304379,290000,0,CORPORATE,org_type=C (Corporation),
C00687897,PARTNERSHIP FOR AN OPIOD-FREE APPALACHIA,O,,,300000,3900,290000,UNKNOWN,no signal,
C00826412,COLORADO UNITED PAC,O,,NONE,305845,0,290000,UNKNOWN,no signal,
C00461129,RGA REINSURANCE COMPANY FEDERAL PAC,Q,C,RGA,207225,289500,0,CORPORATE,org_type=C (Corporation),
C00120030,SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA PAC,Q,T,SOCIETY OF INDEPENDENT GASOLINE MARKETERS OF AMERICA,303924,289200,0,DARK_MONEY,/AMERICA PAC/,
C00233304,NAIOP-PAC,Q,C,"NAIOP, INC.",355315,289000,0,CORPORATE,org_type=C (Corporation),
C00481176,CONCERNED AMERICANS FOR FREEDOM & OPPORTUNITY PAC (CAFO PAC),Q,,SMITH,392854,289000,0,UNKNOWN,no signal,
